Comparison|||The company had a tax credit of $1.4 million|||In the year-earlier quarter, the tax credit was $3.3 million
Contingency|||The economic dislocation was as abrupt as the earthquake itself, as virtually all businesses shut down|||The $125-billion-a-year Bay area economy represents one-fourth of the economy of the nation's most populous state and accounts for 2% to 3% of the nation's total output of goods and services, according to the Center for Continuing Study of the California Economy in Palo Alto
Contingency|||This has been a major disruption for the Bay area economy|||Obviously, things are going to have to go on hold for many companies
Contingency|||The damage to the Bay area's roadways could cause significant economic hardship|||A quarter of a million people cross the Bay Bridge every day
Contingency|||they nevertheless don't expect serious problems for commerce in and out of the Bay area|||All major roadways except Interstate 880 and the Bay Bridge were open by 1 p.m. yesterday
Contingency|||Officials expect difficulty routing traffic through downtown San Francisco|||The earthquake caused many streets to buckle and crack, making them impassible
Contingency|||an operation that it handled smoothly Tuesday night after the quake|||The volume we received from the banks was a lot lower than usual
Contingency|||The volume we received from the banks was a lot lower than usual|||A disaster-contingency plan in which the Los Angeles Fed would come to San Francisco's aid wasn't needed
Contingency|||It's something likely to be spread out over a long period of time|||There will be a lot of repair work that won't require the quantities of cement or concrete that new constructon would
Contingency|||The earthquake is likely to reduce GNP negligibly in the near term|||The first effects are, of course, negative as work is disrupted and people lose income and cut spending
Contingency|||Many of the lost tourism dollars won't be recovered|||many trips delayed never take place
Contingency|||You certainly can say it's going to be extremely severe|||We really are talking about shutting down a major American city for a number of days, maybe for a few weeks
Contingency|||With stocks not a major focus, "we're waiting for the next guiding light|||If the stock market tremors are behind us, then the bond market will go back to looking at the next batch of economic numbers to determine" where interest rates are heading
Contingency|||this is a market that required some level of security|||It did not make sense to offer unsecured paper in an unsettling market
Contingency|||We're being bombarded by new Treasury and agency debt offerings|||The market is concerned about its ability to underwrite all this debt at current levels
Contingency|||Refcorp is the financing unit of Resolution Trust Corp., a new government agency created to rescue the nation's troubled thrifts|||Its securities have been dubbed "bailout bonds" by traders
Contingency|||a steady stream of bonds was put up for sale yesterday|||investors were reacting to recent negative news on the city's finances and are nervous ahead of the Nov. 7 election
